,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hotel Lat,Hotel Lng,Hotel Name
224,sao filipe,8.9333,8.6,98.62,32,59,1.96,NG,1619446233,8.9449334,8.6017363,Roma Zee Guest House Annex
225,paita,33.194,-82.5271,66.2,48,1,5.14,US,1619446234,,,
226,yumen,69.3833,178.4167,18.46,94,100,1.88,RU,1619446234,,,
227,yar-sale,26.5881,127.9761,69.8,68,1,1.54,JP,1619446235,26.604552,127.9741798,Super Hotel Okinawa Nago
228,dongning,-3.8004,102.2655,78.53,88,51,2.61,ID,1619446150,-3.8011121,102.2749441,Mercure Bengkulu
229,shache,45.0205,-93.218,41.0,81,75,5.66,US,1619446235,44.984955,-93.27256799999999,Hewing Hotel
230,uyuni,-6.8844,112.2051,80.17,80,9,3.25,ID,1619446235,,,
231,niteroi,16.08,97.5675,81.48,77,83,2.74,MM,1619446236,,,
232,machaneng,-23.7781,-45.3581,76.95,68,68,1.14,BR,1619446237,-23.7799432,-45.3555353,Hotel Maison Joly
233,swidnik,50.9667,9.8,55.99,33,0,0.89,DE,1619446238,51.0050543,9.7338921,Göbel's Hotel Rodenberg
234,luwuk,-35.1167,139.2667,50.0,97,1,1.18,AU,1619446165,-35.1182098,139.2762277,Balcony On Sixth Lodge
235,bago,39.1667,25.9333,64.4,59,20,5.14,GR,1619446239,39.1349399,25.9297777,"SAPPHO Eresos, HOTEL, DOVAS ANTONIOS"
236,cururupu,71.9667,102.5,15.51,91,100,4.77,RU,1619446240,,,
237,pevek,42.0304,-8.1588,63.0,76,93,1.34,PT,1619446241,42.030689,-8.15978,Hotel Castrum Villae
238,halifax,35.3667,132.7667,51.8,62,75,8.23,JP,1619446241,35.3613031,132.7574206,Twin Leaves Hotel Izumo
239,taunggyi,4.423,-7.3528,84.79,71,57,3.77,CI,1619446242,4.4207899,-7.355918099999999,hotêl doufoulougou
240,sentyabrskiy,-34.0033,24.7314,66.99,73,100,1.34,ZA,1619446242,,,
241,estelle,-36.4,174.6667,55.0,92,7,0.45,NZ,1619446243,-36.37483590000001,174.7052917,Plume Villas
242,cabo san lucas,23.2667,69.6667,92.48,31,17,5.9,IN,1619446243,23.2349091,69.64567079999999,Regenta Resort Bhuj
243,talnakh,-0.6,73.0833,83.53,63,15,2.31,MV,1619446243,-0.59966,73.08155,Abuharee Grand
244,yulara,63.8424,-22.4338,48.2,66,0,1.54,IS,1619446243,63.88139169999999,-22.4296278,Northern Light Inn & Max's Restaurant
245,saryg-sep,-9.9133,-63.0408,76.86,81,95,2.72,BR,1619446244,-9.9043101,-63.0346975,Valériu's Palace Hotel
246,naze,28.8947,64.4101,93.33,9,79,2.38,PK,1619446244,28.8850687,64.40182519999999,Al-Dawood Hotel & Restaurant
247,morden,-13.8833,167.55,81.64,76,96,4.65,VU,1619446245,,,
248,katsuura,-22.6667,167.4833,73.71,70,81,9.55,NC,1619445976,-22.6644075,167.4485915,OURE TERA beach resort
249,palmer,-20.2208,-70.1431,66.2,59,0,2.57,CL,1619446084,-20.267913,-70.129637,Hotel NH Iquique
250,wamba,51.0333,-4.2167,57.0,56,8,0.45,GB,1619446246,51.0338478,-4.2119768,Durrant House Hotel
251,avera,68.2191,-135.0107,10.4,85,92,3.6,CA,1619446246,68.2191796,-135.0129116,Sundog Inn
252,leningradskiy,43.5407,-116.5635,45.0,100,75,3.09,US,1619446247,43.5839228,-116.5723996,Best Western Plus Peppertree Nampa Civic Center Inn
253,nago,57.5058,-1.7981,51.01,76,90,5.66,GB,1619446247,57.50616179999999,-1.7817321,Palace Hotel
254,palabuhanratu,-31.6333,-60.7,69.01,53,0,1.34,AR,1619446188,-31.6433805,-60.7071876,InterTower Hotel
255,bengkulu,-14.4667,132.2667,80.6,74,40,2.57,AU,1619446247,-14.471673,132.290457,ibis Styles Katherine
256,saint anthony,68.5333,146.4167,6.84,91,26,2.79,RU,1619446248,,,
257,labuhan,1.7427,98.7792,79.41,85,100,0.71,ID,1619446248,1.7400779,98.7750762,Hotel Wisata Indah
258,kyaikkami,38.421,-121.4238,45.0,87,1,1.42,US,1619446249,38.4266746,-121.4821789,Hampton Inn & Suites Sacramento-Elk Grove Laguna I-5
259,wahran,12.0708,1.7889,106.41,17,34,1.89,BF,1619446250,,,
260,nguiu,18.1725,120.5953,77.79,73,19,3.78,PH,1619446251,18.2094899,120.6025997,JAVA HOTEL
261,ilhabela,13.35,-15.75,100.71,12,7,3.38,GM,1619446252,,,
262,bebra,-3.4167,114.85,82.4,78,90,2.57,ID,1619446252,-3.431928,114.8489015,RedDoorz Syariah near Q Mall Banjarbaru
263,murray bridge,42.5466,-6.5962,63.0,65,94,1.79,ES,1619446164,42.5493031,-6.5829939,AC Hotel by Marriott Ponferrada
264,eresos,-33.6971,-53.4616,66.42,54,10,5.62,UY,1619446254,-33.6927191,-53.4585083,Hotel Internacional
265,khatanga,24.4667,54.3667,95.0,36,0,4.12,AE,1619446181,24.4616436,54.3172833,Emirates Palace
266,vila,43.3236,145.575,32.86,68,5,6.11,JP,1619446254,43.331028,145.5828857,Hotel Nemuro Kaiyoutei
267,izumo,7.5264,-12.505,89.37,57,42,5.26,SL,1619446255,7.525635100000001,-12.500587,Bonthe Holiday Village
268,louisbourg,50.6996,-127.4199,42.8,100,40,2.06,CA,1619446256,50.7126951,-127.4914403,Quarterdeck Inn Resort & Marina
269,tabou,42.4165,-122.8345,41.0,92,91,0.63,US,1619446226,42.3696838,-122.8777939,Courtyard by Marriott Medford Airport
270,kruisfontein,48.0056,91.6419,39.76,22,90,2.01,MN,1619446256,47.999487,91.6376903,Steppe hotel
271,warkworth,47.6666,-52.7314,50.0,46,90,10.8,CA,1619446257,,,
272,bhuj,41.5388,-8.6151,68.0,68,20,3.6,PT,1619446257,41.5315387,-8.6169136,Hotel Restaurante Bagoeira
273,hithadhoo,6.0367,80.217,82.11,77,29,1.76,LK,1619446257,6.027352,80.24234899999999,CocoBay Unawatuna
274,grindavik,-10.6167,150.6667,82.08,76,99,2.89,PG,1619446258,-10.6258967,150.6450828,Nuli Sapi
275,ariquemes,39.4735,-118.7774,37.4,60,40,1.76,US,1619446246,39.4745819,-118.790005,Best Western Fallon Inn & Suites
276,dalbandin,55.3422,-131.6461,33.8,80,1,0.71,US,1619446258,55.3707338,-131.7196905,Edgewater Inn Restaurant & Marina
277,sola,-8.4667,118.7167,74.44,81,29,2.05,ID,1619446259,-8.4522146,118.7242822,Hotel Marina
278,vao,45.3167,55.2,91.76,11,26,7.24,KZ,1619446260,45.3268737,55.18565359999999,Gostinitsa Zhibek-Zholy Beyneu
279,iquique,-31.5783,-53.3811,64.0,92,0,3.58,BR,1619446261,-31.5736403,-53.3869978,Hotel Dal Cortivo (Pinheiro Machado)
280,northam,33.4918,-80.8557,66.99,48,1,3.09,US,1619446261,33.509118,-80.855512,Southern Lodge & Suites
281,aklavik,65.441,52.1498,40.21,94,100,0.93,RU,1619446262,,,
282,nampa,21.5453,-77.2644,82.4,65,0,3.09,CU,1619446262,21.5367966,-77.26619749999999,Hotel Caonaba
283,peterhead,22.5667,59.5289,91.96,36,0,1.86,OM,1619446263,22.5664354,59.4958585,Sur Plaza Hotel
284,santa fe,48.9167,2.3333,64.0,29,0,6.69,FR,1619445971,48.9015274,2.3059076,L'imprimerie hôtel
285,katherine,-15.8631,-38.8828,82.4,65,40,5.66,BR,1619446264,-15.8633112,-38.8754943,Pousada do Diogo
286,belaya gora,-20.7377,116.8463,78.33,47,0,1.2,AU,1619446264,-20.7376386,116.8419976,Karratha International Hotel
287,sibolga,65.75,150.85,8.92,88,18,3.19,RU,1619446265,,,
288,laguna,-23.8597,35.3472,82.4,69,40,4.12,MZ,1619446265,-23.887821,35.39576,Sentidos Beach Retreat
289,diapaga,64.1835,-51.7216,37.4,93,75,4.12,GL,1619446224,64.1750084,-51.7360949,Hotel Hans Egede
290,san nicolas,12.5847,-81.7006,86.0,62,20,4.63,CO,1619446266,12.582673,-81.7186737,Casa Harb Hotel Boutique
291,nioro,36.9559,36.2,68.0,80,0,7.6,TR,1619446266,36.951793,36.250442,Hattusa Vacation Thermal Club Erzin
292,martapura,-13.8483,136.4192,77.0,100,100,2.48,AU,1619446267,-13.841225,136.40949,Groote Eylandt Lodge
293,ponferrada,42.3709,-71.1828,48.2,46,1,9.26,US,1619446267,42.3987999,-71.1471744,AC Hotel by Marriott Boston Cambridge
294,chuy,36.1683,54.348,81.21,22,97,1.34,IR,1619446267,36.1735039,54.357727,Danesh Hotel
295,abu dhabi,47.4167,26.2167,50.0,50,0,3.09,RO,1619446267,,,
296,nemuro,51.381,58.9813,48.2,100,90,1.0,RU,1619446268,51.3836822,58.9833831,"Hotel ""Legend"""
297,bonthe,-46.2817,169.8464,43.0,69,88,0.45,NZ,1619446269,,,
298,port hardy,-20.5833,17.4333,81.57,17,0,2.39,,1619446269,,,
299,jackson,11.6667,92.75,82.4,74,46,2.81,IN,1619446270,11.6761772,92.74020039999999,Welcomhotel Bay Island Port Blair
300,hovd,57.2645,16.4484,46.99,40,100,1.79,SE,1619446270,57.2644805,16.4495007,Clarion Collection Hotel Post
301,torbay,-16.4833,-151.75,80.06,70,0,1.16,PF,1619446270,-16.5052016,-151.7014465,InterContinental Bora Bora Resort Thalasso Spa
302,barcelos,-14.9003,50.2788,78.96,82,28,4.52,MG,1619446271,-14.914644,50.2929818,Belle rose beach Hotel
303,galle,33.7333,135.9833,47.48,62,24,2.56,JP,1619446271,33.729029,135.9908336,Hotel New Palace
304,samarai,36.2946,-76.2511,62.01,44,0,7.2,US,1619446234,36.2988345,-76.2514843,Fairfield Inn & Suites by Marriott Elizabeth City
305,fallon,50.0162,22.6778,46.99,51,100,2.24,PL,1619446271,50.0013777,22.6729536,Hotel Jarosław
306,ketchikan,26.1247,127.6694,69.8,64,20,2.57,JP,1619446271,26.1320273,127.6529371,Southern Beach Hotel & Resort Okinawa
307,bima,13.2167,-59.5167,80.6,57,75,9.77,BB,1619446272,13.2111111,-59.5141667,Atlantis Hotel
308,beyneu,28.615,-96.6261,73.99,83,40,4.63,US,1619446252,28.6408995,-96.6131705,Holiday Inn Express & Suites Port Lavaca
309,pinheiro machado,44.0333,20.45,63.0,42,0,4.63,RS,1619446273,44.0212757,20.4582352,IG Hotel
310,orangeburg,67.667,12.6934,39.2,60,75,3.6,NO,1619446273,,,
311,ust-tsilma,21.4612,-71.1419,78.89,71,65,5.19,TC,1619446083,21.4595508,-71.14743039999999,Osprey Beach Hotel
312,nuevitas,41.0982,120.7479,51.96,45,6,4.01,CN,1619446274,,,
313,sur,-9.8756,-56.0861,75.2,100,90,1.54,BR,1619446274,-9.8778858,-56.0971488,Floresta Amazonica Hotel
314,saint-denis,21.3469,-158.0858,73.4,78,1,2.06,US,1619446028,21.333048,-158.1202725,Marriott's Ko Olina Beach Club
315,belmonte,47.7106,0.511,64.99,39,100,7.2,FR,1619446275,47.72799699999999,0.5758261,Hotel de France
316,karratha,6.1241,81.1185,82.4,94,20,2.57,LK,1619446275,6.133493000000001,81.1319334,The Peacock Beach Hotel Hambantota
317,zyryanka,-8.4667,140.3333,77.9,89,100,3.21,ID,1619446275,,,
318,maxixe,-23.85,151.25,68.0,68,0,3.6,AU,1619446276,-23.842108,151.2546476,Oaks Gladstone Grand Hotel
319,nuuk,-45.8742,170.5036,44.01,68,99,6.71,NZ,1619446276,-45.912409,170.4885452,Hotel Saint Clair
320,san andres,5.3991,100.3638,86.0,74,20,1.54,MY,1619445984,5.4231701,100.3357086,"Eastern & Oriental Hotel, Penang"
321,erzin,22.5206,-79.4669,82.4,69,75,3.09,CU,1619446277,22.5263777,-79.44258099999999,Hotel Brisas del Mar
322,alyangula,-29.6842,-53.8069,60.8,77,20,1.54,BR,1619445906,-29.6881322,-53.8006348,Altadomo Hotel
323,watertown,-28.783,32.0377,74.46,69,0,2.88,ZA,1619446191,-28.7932974,32.0807935,BON Hotel Waterfront Richards Bay
324,damghan,43.4583,39.9244,51.8,93,90,3.0,RU,1619446278,43.4166853,39.9281319,Dubai Hotel
325,baia,8.0,98.25,87.01,94,75,4.12,TH,1619446278,8.0119819,98.2956485,Banyan Tree Phuket
326,novoorsk,29.9576,122.298,60.49,88,54,4.48,CN,1619446279,29.9770539,122.3299901,Hilton Zhoushan
327,kaitangata,43.0645,44.7417,57.2,77,75,6.0,RU,1619446279,43.0307095,44.6801956,Aleksandrovskiy
328,okakarara,51.6667,135.7,40.8,63,87,1.92,RU,1619446279,51.6778036,135.6908576,"Hotel ""Phoenix"""
329,port blair,70.0167,135.6,26.82,98,100,0.59,RU,1619446280,,,
330,oskarshamn,42.207,-71.6856,46.0,45,1,7.2,US,1619446280,42.2064392,-71.6849149,The Grafton Inn
331,faanui,61.67,96.37,25.25,90,9,1.38,RU,1619446281,,,
332,antalaha,-0.8667,134.0833,78.69,82,99,1.43,ID,1619446282,-0.8571698,134.0670345,Swiss Belhotel Manokwari
333,shingu,41.2351,1.8119,60.01,81,100,1.26,ES,1619446283,41.2341652,1.8042442,Hotel Calipolis
334,elizabeth city,9.2667,-3.0,100.36,30,98,2.25,CI,1619446283,9.2666057,-2.9868473,GNIME'S HÔTEL
335,jaroslaw,40.8028,29.4307,60.8,44,40,2.06,TR,1619446283,40.8492421,29.4141413,Workinn Hotel
336,itoman,60.7253,114.9278,21.63,83,87,2.64,RU,1619446284,60.73344359999999,114.9462388,Mini-hotel Uyut
337,bathsheba,-20.3167,118.5667,69.8,68,0,3.6,AU,1619446224,-20.3087,118.610356,Hedland Hotel
338,port lavaca,39.1672,8.5222,69.8,72,40,6.69,IT,1619446285,39.1674734,8.5163621,Lu 'Hotel
339,gornji milanovac,-25.2986,152.8535,64.0,82,0,3.09,AU,1619446285,-25.282624,152.9010368,Oaks Hervey Bay Resort and Spa
340,sorland,65.9667,78.3667,33.87,99,100,6.62,RU,1619446286,65.9675239,78.3830989,Gostinnitsa Medveditsa
341,cockburn town,70.0311,20.9714,33.8,86,40,2.57,NO,1619446286,70.036585,20.981856,Hotel Maritim Skjervøy AS
342,nanpiao,64.8945,-23.7142,41.0,66,11,4.78,IS,1619446286,64.8938282,-23.7037158,Við Hafið Guesthouse
343,alta floresta,55.4167,22.6167,40.12,71,99,5.79,LT,1619446287,55.4609759,22.6941866,Pas Medžiotoją Motelis
344,makakilo city,0.5,29.4667,65.89,92,100,2.13,CD,1619446287,0.499012,29.452754,Albertine hotel
345,marcon,-29.9533,-71.3436,55.4,94,90,2.06,CL,1619445994,-29.9473352,-71.2912383,Enjoy Coquimbo Hotel de la Bahía
346,hambantota,59.0925,57.8008,36.0,100,100,1.79,RU,1619446287,,,
347,merauke,43.7501,-81.7165,37.4,56,35,3.6,CA,1619446288,43.75212690000001,-81.6977897,Samuels Hotel
348,gladstone,28.017,-97.5169,77.0,83,75,7.72,US,1619446288,28.0285823,-97.52950510000001,Americas Best Value Inn Sinton
349,dunedin,33.5928,-7.6192,75.2,77,40,8.23,MA,1619446164,33.5995886,-7.6638173,Four Seasons Hotel Casablanca
350,butterworth,51.5001,-107.0513,41.0,60,48,3.09,CA,1619446290,51.48335480000001,-107.0588453,Mokai Inn & Suites
351,caibarien,50.5667,116.25,36.81,80,100,3.67,RU,1619446291,,,
352,ruatoria,68.6949,15.4162,37.4,81,75,5.14,NO,1619446291,68.69503019999999,15.4122801,Sortland Hotel
353,santa maria,-41.4122,175.5153,57.2,72,45,5.66,NZ,1619446168,,,
354,richards bay,23.1742,112.2809,73.99,99,100,1.09,CN,1619446292,23.190573,112.3067,Zhaoqing Tiankai Hot Spring Resort Hotel
355,orel-izumrud,17.25,-88.7667,84.2,78,0,3.09,BZ,1619446293,17.2903349,-88.77599540000001,Banana Bank Horses & Belize Jungle Lodge
356,phuket,41.1415,-73.3579,48.99,43,40,6.17,US,1619446294,41.1099811,-73.3688293,The Inn at Longshore by OnTheMarc
357,shenjiamen,78.2186,15.6401,23.0,63,20,6.69,SJ,1619446294,78.2209799,15.6471583,"Radisson Blu Polar Hotel, Spitsbergen"
358,oktyabrskoye,42.7762,-9.0603,64.0,83,30,4.02,ES,1619446295,42.7776604,-9.0600462,Hotel La Muradana
359,berezovyy,69.2167,-51.1,51.8,37,75,7.72,GL,1619446295,69.2269568,-51.0931588,Hotel Arctic
360,ust-kuyga,-11.3847,43.2844,87.8,66,20,4.12,KM,1619446295,-11.4202737,43.270747,Al Camar Lodge
361,grafton,-26.6481,15.1594,68.74,75,25,4.85,,1619446079,-26.652957,15.14962,LÜDERITZ NEST HOTEL
362,baykit,60.3964,-1.353,44.6,93,75,8.23,GB,1619446296,60.38375300000001,-1.375947,Busta House Hotel
363,manokwari,52.3195,38.3453,51.03,56,99,6.59,RU,1619446296,,,
364,sitges,-16.9167,145.7667,73.4,94,90,5.14,AU,1619446192,-16.9204811,145.7803154,"Shangri-La Hotel, The Marina, Cairns"
365,bouna,8.4054,48.4845,88.48,40,100,1.85,SO,1619446298,8.4084158,48.4837239,Cadduun Hotel
366,gebze,-15.7667,128.7333,75.2,88,100,1.43,AU,1619446298,-15.7837588,128.7355459,Freshwater East Kimberley Apartments | Kununurra Accommodation
367,lensk,-0.8833,131.25,80.11,81,79,1.87,ID,1619446300,-0.889363,131.2749649,Swiss-Belhotel Sorong
368,port hedland,63.1115,7.732,44.6,42,0,4.63,NO,1619446158,63.1084914,7.728188899999998,Scandic Kristiansund
369,carbonia,46.55,125.1167,63.37,18,100,8.02,CN,1619446301,46.5952819,125.0922445,Sheraton Daqing Hotel
370,hervey bay,58.965,-3.296,46.4,93,90,5.66,GB,1619446301,58.962675,-3.299158,The Royal Hotel
371,urengoy,-20.2333,164.0167,76.26,61,17,10.04,NC,1619446302,,,
372,skjervoy,12.5776,-87.027,80.6,74,20,2.66,NI,1619446302,,,
373,olafsvik,10.9995,122.6711,78.12,80,62,2.74,PH,1619446302,,,
374,skaudvile,11.5544,-1.7736,106.39,17,85,1.78,BF,1619446303,11.5487833,-1.7620549,Auberge St Louis
375,beni,25.5198,90.2201,83.43,23,46,1.34,IN,1619446303,25.5144682,90.1922063,Hotel Polo Orchid
376,coquimbo,3.8678,17.9892,97.21,29,15,1.65,CF,1619446303,,,
377,severnyy-kospashskiy,-5.2511,-42.2103,87.55,56,52,2.0,BR,1619446304,-5.2539227,-42.2099571,pousada E Restaurante Longá
378,goderich,-12.0667,134.2667,74.55,93,100,2.66,AU,1619446304,-12.0567302,134.2316741,Dhukurrdji Lodge
379,san patricio,7.6833,124.6833,67.96,91,98,0.31,PH,1619446305,,,
380,casablanca,-43.3002,-65.1023,62.94,46,45,2.83,AR,1619446306,-43.322365,-65.0501401,Complejo Bahia Ballenas
381,outlook,65.3667,64.6667,37.2,100,100,1.91,RU,1619446306,,,
382,sherlovaya gora,43.4065,-124.2243,46.4,93,90,3.09,US,1619446307,43.3700366,-124.21267,Best Western Holiday Hotel
383,takob,46.4333,26.4,45.0,47,42,1.06,RO,1619446307,46.421899,26.4403981,Pensiunea Sophia
384,sortland,-1.3959,120.7524,77.47,89,85,1.98,ID,1619446307,-1.388373,120.7455368,Ancyra Hotel
385,waipawa,6.3005,-10.7969,91.4,62,75,2.06,LR,1619446308,6.292135099999999,-10.7792633,The Royal Grand Hotel
386,lubu,-18.3667,21.85,86.43,22,81,1.49,BW,1619446308,-18.3919538,21.8532137,Ditlhapi lodge
387,belmopan,28.7167,78.2833,91.54,7,0,3.29,IN,1619446308,,,
388,westport,62.2266,-6.589,48.2,81,75,4.63,FO,1619446309,62.22828029999999,-6.5947193,Hotel Klaksvík
389,longyearbyen,9.2319,-80.0867,84.2,74,40,5.14,PA,1619446310,,,
390,canitas,-12.7406,-60.1458,69.8,88,75,4.63,BR,1619446310,-12.7406969,-60.1406974,Hotel Mirage
391,muros,-19.0595,-169.9187,69.8,100,56,1.03,NU,1619446310,-19.0607788,-169.9217526,Taloa Heights
392,ilulissat,31.953,12.0261,95.72,7,21,10.65,LY,1619446311,,,
393,mitsamiouli,51.1167,133.0167,41.27,52,96,1.95,RU,1619446311,51.13899319999999,133.0437234,Gostinitsa Ostrov
394,luderitz,-2.6741,141.3028,78.01,82,81,0.51,PG,1619446025,-2.6856463,141.3045088,Vanimo Beach Hotel
395,brae,59.758,18.705,39.2,56,75,8.23,SE,1619446311,59.75792999999999,18.7073473,Åtellet Hotell och Restaurang
396,dolgorukovo,-8.7676,160.7034,79.27,87,100,2.91,SB,1619446312,-8.7707611,160.6978127,Auki Lodge
397,cairns,-46.1333,167.6833,42.01,84,100,4.77,NZ,1619446114,-46.1351529,167.6897393,Tui Base Camp Motels
398,garowe,-34.7333,135.8667,61.02,78,0,4.19,AU,1619446313,-34.7178306,135.8544911,Port Lincoln Hotel
399,kununurra,30.199,67.0097,77.5,14,0,0.86,PK,1619446314,30.204409,67.0122453,Serena Hotel Quetta
400,ngukurr,53.5739,142.9478,23.97,86,5,3.29,RU,1619446314,53.5917602,142.9473253,Empire Hotel
401,sorong,17.9583,-102.2,77.97,55,100,1.39,MX,1619446157,17.9599748,-102.1951299,Hotel de Casablanca
402,kristiansund,42.439,-123.3284,42.01,93,90,0.54,US,1619446314,42.4311166,-123.3293086,The Lodge at Riverside
403,longfeng,40.6995,-99.0815,60.8,67,1,4.12,US,1619446315,40.6739904,-99.0899795,Hampton Inn Kearney
404,stromness,-9.4333,159.95,77.67,88,76,1.96,SB,1619446315,-9.429483,159.952769,Heritage Park Hotel
405,poum,18.0333,73.0167,84.29,71,5,1.62,IN,1619446315,18.0450134,73.0109281,Woodvillas Beachfront Resort
406,chichigalpa,-20.0064,57.6608,75.99,91,100,2.68,MU,1619446316,-19.9940639,57.6364867,TUI SENSIMAR Lagoon
407,dingle,-2.0078,-54.0692,84.16,69,97,2.05,BR,1619446316,-2.0033816,-54.0688403,Hotel Janny
408,sapouy,18.4917,-71.8502,84.2,61,40,3.6,DO,1619446316,18.495758,-71.8470505,Hotel Jimani
409,tura,22.2394,68.9678,82.87,74,0,7.2,IN,1619446317,22.238962,68.9618366,Dwarkadhish Lords Eco Inn
410,mbaiki,39.2667,141.8833,38.16,67,0,2.52,JP,1619446318,39.2691874,141.8860932,Rikuchu Coast Grand Hotel
411,alto longa,8.0829,-72.8007,82.4,69,40,2.57,CO,1619446318,8.083836999999999,-72.828253,Motel la gran estacion
412,maningrida,-30.3833,153.1,57.2,94,67,2.55,AU,1619446319,-30.3747912,153.0468697,Bonville Lodge
413,kuche,5.6592,-53.7767,79.81,87,100,4.48,GF,1619446320,5.6599906,-53.7770331,LE SAMANA
414,wao,39.9523,-75.1638,48.99,43,20,7.2,US,1619446222,39.9486274,-75.164198,Cambria Hotel Downtown-Center City
415,rawson,-7.1638,-78.5003,62.6,67,20,1.54,PE,1619446322,-7.1569119,-78.51829420000001,Hotel Costa del Sol Cajamarca
416,muzhi,-31.95,141.4333,60.8,51,6,4.63,AU,1619446323,-31.95777949999999,141.4657271,Royal Exchange Hotel
417,north bend,63.4564,48.8989,43.52,72,100,1.13,RU,1619446324,,,
418,asau,41.2971,124.1209,59.0,51,0,6.0,CN,1619446325,41.288582,124.131131,Garden Hotel
419,poso,32.296,-81.2354,71.6,64,20,4.12,US,1619446326,32.25131,-81.215327,Rincon Inn And Suites
420,monrovia,-9.0122,-35.2225,83.48,67,54,3.86,BR,1619446327,-9.0279387,-35.2277312,Salinas do Maragogi All Inclusive Resort
421,shakawe,-28.2939,-49.9317,68.0,59,56,2.36,BR,1619446328,-28.2936336,-49.9325436,São Joaquim Park Hotel
422,hasanpur,43.3578,76.8594,64.4,32,75,3.0,KZ,1619446329,43.3217524,76.9152917,Saraichik Hotel
423,klaksvik,54.7183,135.315,27.23,97,94,1.32,RU,1619446329,,,
424,palmas bellas,33.8464,-118.0467,57.2,76,90,2.06,US,1619446330,33.8684331,-118.0605969,Sheraton Cerritos Hotel
425,vilhena,-28.24,-48.6703,73.4,64,0,2.06,BR,1619446331,-28.246528,-48.666917,Praia Hotel Imbituba
426,alofi,-41.8697,-73.8203,55.99,87,75,4.12,CL,1619446332,-41.862372,-73.830086,Panamericana Hotel Ancud
427,el balyana,62.55,149.6667,-5.08,93,5,2.17,RU,1619446333,62.5227417,149.6269876,Guest House Yagodnoe
428,utiroa,-12.0432,-77.0282,64.0,94,90,1.54,PE,1619446275,-12.0872222,-77.035,Hotel La Princesa
429,jadu,44.4122,40.7936,47.84,98,100,3.25,RU,1619446334,44.43181999999999,40.742145,База отдыха АКВА-ВИТА термальные источники
430,chegdomyn,40.7072,140.5894,39.0,76,0,1.34,JP,1619446335,,,
431,vanimo,64.8989,45.7622,41.79,86,100,2.17,RU,1619446336,64.9022552,45.7492189,"Gostevoy Dom ""Gornitsa"""
432,norrtalje,-2.0226,147.2712,81.05,76,100,0.7,PG,1619446336,-2.0201417,147.2668717,Tharapiyap Lodge
433,auki,69.6496,18.957,35.6,75,75,2.06,NO,1619446337,69.649131,18.9606826,"Radisson Blu Hotel, Tromsø"
434,tuatapere,-8.3989,-35.0639,82.4,69,40,4.12,BR,1619446338,,,
435,port lincoln,-13.7,-76.2167,66.2,88,40,2.06,PE,1619446339,-13.7273747,-76.222341,HOSTAL MIRAMAR
436,quetta,29.2497,117.8547,63.57,93,97,0.27,CN,1619446339,29.243317,117.868345,Wuyuan International Hotel
437,okha,58.9785,47.0246,35.42,97,100,5.3,RU,1619446342,,,
438,lazaro cardenas,38.75,30.6667,57.2,67,75,7.72,TR,1619446168,,,
439,grants pass,39.1834,-84.5333,57.99,62,1,3.04,US,1619446175,39.13669040000001,-84.5075217,Graduate Cincinnati
440,kearney,54.7682,-101.865,30.2,74,75,2.06,CA,1619446343,54.7687301,-101.8431759,Victoria Inn Flin Flon
441,honiara,36.175,-115.1372,61.0,36,90,10.8,US,1619445737,36.154911,-115.1496614,The Shalimar Hotel
442,srivardhan,66.0,111.5,9.52,93,99,9.38,RU,1619446344,,,
443,grand gaube,36.9034,-104.4391,55.4,13,1,3.09,US,1619446344,36.8843649,-104.4349989,Best Western Plus Raton Hotel
444,monte alegre,50.0351,23.797,46.4,36,40,6.0,UA,1619446345,,,
445,jimani,-17.7125,-39.2481,85.23,57,76,3.89,BR,1619446346,-17.7431944,-39.24093329999999,Mar Doce de Abrolhos
446,dwarka,57.2586,39.1508,48.2,46,0,9.0,RU,1619446346,57.2554358,39.1538594,"Hotel ""The Ark"""
447,kamaishi,58.5781,24.7925,41.0,100,100,0.89,EE,1619446346,,,
448,sardinata,42.1167,118.7833,55.42,54,100,4.9,CN,1619446347,,,
449,sawtell,51.9225,4.4792,57.0,43,4,5.14,NL,1619446347,51.907017,4.488659,nhow Rotterdam
450,mana,5.8933,95.3214,83.26,75,100,5.84,ID,1619446347,5.888186,95.34297090000001,Casa Nemo Beach Resort & Spa
451,filadelfia,-33.0117,17.9442,66.2,72,17,7.72,ZA,1619446348,-33.0091148,17.9475989,Saldanha Bay Hotel
452,cajamarca,57.8,158.6667,26.55,97,100,1.69,RU,1619446348,,,
453,broken hill,-11.0964,-77.6139,68.43,81,13,3.63,PE,1619446350,-11.077966,-77.59070799999999,Hotel Villa Kitzia Huacho
454,koslan,20.0,-3.0,105.89,7,73,1.24,ML,1619446350,,,
455,kilmez,54.3419,101.5036,34.05,94,100,5.18,RU,1619446351,54.3522352,101.5225612,Zhemchug
456,xiaoshi,11.2842,49.1816,86.0,79,40,3.09,SO,1619446352,11.283802,49.1761864,huruuse hotel
457,rincon,10.0447,11.2122,100.8,21,7,1.74,NG,1619446352,,,
458,maragogi,4.3133,-72.0816,85.66,62,100,1.63,CO,1619446353,4.311332999999999,-72.078865,Hotel Camelot Plaza
459,sao joaquim,51.226,-58.6502,41.47,71,100,6.59,CA,1619446353,,,
